Dataset: nethept
STREAM: model = inNOut_repeat|  size = 1522
RTIM: k = 200 | theta_ap = 0.8 | reach = 1
------------------------------------------------------------
position  user_id   ap(user)    sigma_old(user)  sigma_new(user)  theta_I   rtim_status                  seed_size imm_status
371       2178      0.0113524   4.74199          4.38591          7.41133   ignored (score too low)      -         -         
372       7295      0           5.44319          -                7.41133   ignored (score too low)      -         -         
373       11433     0           3.1              -                7.41133   ignored (score too low)      -         -         
374       5055      0           2.01136          -                7.41133   ignored (score too low)      -         -         
375       1768      0.00426187  2.88722          2.76113          7.41133   ignored (score too low)      -         -         
376       8299      0           1.76876          1.75068          7.41133   ignored (score too low)      -         -         
377       6559      0           2.11369          -                7.41133   ignored (score too low)      -         -         
378       13059     0           3.5              -                7.41133   ignored (score too low)      -         -         
379       12667     0           1.46468          1.42427          7.41133   ignored (score too low)      -         -         
380       13447     0           1.64228          1.62086          7.41133   ignored (score too low)      -         -         
381       9706      0           3                -                7.41133   ignored (score too low)      -         -         
382       9278      0           2.00189          -                7.41133   ignored (score too low)      -         -         
383       1824      0           4.80402          -                7.41133   ignored (score too low)      -         -         
384       10946     0           4.45799          -                7.41133   ignored (score too low)      -         -         
385       2571      0           1.87384          -                7.41133   ignored (score too low)      -         -         
386       431       0           2.3845           2.33978          7.41133   ignored (score too low)      -         -         
387       2708      0.264844    2.21039          0.346263         7.41133   ignored (score too low)      -         -         
388       502       0.0101114   3.03362          2.82382          7.41133   ignored (score too low)      -         -         
389       858       0           6.2077           -                7.41133   ignored (score too low)      -         -         
390       6071      0           3.43486          -                7.41133   ignored (score too low)      -         -         
391       2783      0           1.5625           -                7.41133   ignored (score too low)      -         -         
392       3155      0           2.11654          -                7.41133   ignored (score too low)      -         -         
393       744       0.00356961  6.40138          6.1534           7.41133   ignored (score too low)      -         -         
394       1736      0           4.243            4.23719          7.41133   ignored (score too low)      -         -         
395       13436     0           1.60762          -                7.41133   ignored (score too low)      -         -         
396       14762     0           1.98131          -                7.41133   ignored (score too low)      -         -         
397       3498      0.031322    3.4769           2.59026          7.41133   ignored (score too low)      -         -         
398       14761     0           1.85417          1.81062          7.41133   ignored (score too low)      -         -         
399       9381      0           2.78205          -                7.41133   ignored (score too low)      -         -         
400       7547      0           3.5              -                7.41133   ignored (score too low)      -         -         
401       1710      0           4.25             -                7.41133   ignored (score too low)      -         -         
402       1585      0.235201    2.78143          1.1759           7.41133   ignored (score too low)      -         -         
403       196       0.0129909   10.1112          8.89044          7.41133   targeted                     17        targeted  
404       8630      0           3.54281          3.51535          7.409     ignored (score too low)      -         -         
405       634       1           8.79378          -                7.409     ignored (already targeted)   -         targeted  
406       11436     0           2.30555          -                7.409     ignored (score too low)      -         -         
407       788       0.00352298  5.21146          5.03045          7.409     ignored (score too low)      -         -         
408       4838      0           2.86586          -                7.409     ignored (score too low)      -         -         
409       4471      0.217987    0.873047         -1.60204         7.409     ignored (score too low)      -         -         
410       4784      0.0198002   2.93657          2.45984          7.409     ignored (score too low)      -         -         
411       1690      0.00250338  7.94231          7.79421          7.409     targeted                     18        -         
412       8387      0.00462071  2.39198          2.27893          7.40094   ignored (score too low)      -         -         
413       688       0           7.01022          -                7.40094   ignored (score too low)      -         targeted  
414       1099      0           3.29744          3.26633          7.40094   ignored (score too low)      -         -         
415       7153      0           2.11111          -                7.40094   ignored (score too low)      -         -         
416       3719      0           2.05555          -                7.40094   ignored (score too low)      -         -         
417       5485      0.0969066   1.66004          1.24806          7.40094   ignored (score too low)      -         -         
418       47        0.0199554   4.50563          3.98225          7.40094   ignored (score too low)      -         -         
419       10066     0           1.29979          1.28581          7.40094   ignored (score too low)      -         -         
420       5965      0           4.46299          -                7.40094   ignored (score too low)      -         -         
421       11262     0.0162056   3.44652          3.11543          7.40094   ignored (score too low)      -         -         
422       11243     0           2.82752          2.8214           7.40094   ignored (score too low)      -         -         
423       8322      0           5.36667          -                7.40094   ignored (score too low)      -         -         
424       3105      0           2.27778          -                7.40094   ignored (score too low)      -         -         
425       1485      0.0162868   3.93155          3.33005          7.40094   ignored (score too low)      -         -         
426       5020      0           6.05556          -                7.40094   ignored (score too low)      -         targeted  
427       6803      0           2.32642          2.28285          7.40094   ignored (score too low)      -         -         
428       145       0.0550853   6.08715          3.94303          7.40094   ignored (score too low)      -         -         
429       56        0.0612866   6.69107          4.66413          7.40094   ignored (score too low)      -         targeted  
430       3533      0           5.34115          5.30992          7.40094   ignored (score too low)      -         targeted  
431       5679      0           3.41667          -                7.40094   ignored (score too low)      -         -         
432       3698      0           3                -                7.40094   ignored (score too low)      -         -         
433       7015      0.00640681  2.75444          2.60846          7.40094   ignored (score too low)      -         -         
434       95        0.0136897   3.94609          3.73048          7.40094   ignored (score too low)      -         -         
435       9659      0.0438462   3.28635          2.87058          7.40094   ignored (score too low)      -         -         
436       4876      0           2.76385          2.63742          7.40094   ignored (score too low)      -         -         
437       690       0           6.81476          6.77127          7.40094   ignored (score too low)      -         -         
438       15123     0.014982    1.33774          1.25114          7.40094   ignored (score too low)      -         -         
439       9954      0           3.52856          3.52001          7.40094   ignored (score too low)      -         -         
440       693       0           4.19397          -                7.40094   ignored (score too low)      -         -         
441       7618      0           3                -                7.40094   ignored (score too low)      -         -         
442       1236      0           2.82649          -                7.40094   ignored (score too low)      -         -         
443       13276     0           2.08706          -                7.40094   ignored (score too low)      -         -         
444       13865     0           2.55084          -                7.40094   ignored (score too low)      -         -         
445       14887     0           1.99561          1.9743           7.40094   ignored (score too low)      -         -         
446       813       0           2.0873           -                7.40094   ignored (score too low)      -         -         
447       2899      0           1.15533          -                7.40094   ignored (score too low)      -         -         
448       6006      0           2.64709          2.64491          7.40094   ignored (score too low)      -         -         
449       10673     0           2.25             -                7.40094   ignored (score too low)      -         -         
450       651       0.123166    4.2667           2.43187          7.40094   ignored (score too low)      -         -         
451       7353      0           1.29633          1.29351          7.40094   ignored (score too low)      -         -         
452       3504      0.109833    1.26636          1.07879          7.40094   ignored (score too low)      -         -         
453       765       0.0148249   6.09091          5.57388          7.40094   ignored (score too low)      -         -         
454       9261      0           2.00189          -                7.40094   ignored (score too low)      -         -         
455       3276      0           2.25             -                7.40094   ignored (score too low)      -         -         
456       14171     0           2.25             -                7.40094   ignored (score too low)      -         -         
457       6923      0           2.56926          2.49134          7.40094   ignored (score too low)      -         -         
458       2587      0.354888    1.39762          0.2183           7.40094   ignored (score too low)      -         -         
459       4959      1           1.2572           -                7.40094   ignored (already targeted)   -         -         
460       646       0.047845    9.3335           7.29203          7.36523   ignored (score too low)      -         targeted  
461       5721      0           2.03657          -                7.36523   ignored (score too low)      -         -         
462       2069      0.0776132   3.52763          2.11962          7.36523   ignored (score too low)      -         -         
463       12350     0           2.22083          -                7.36523   ignored (score too low)      -         -         
464       531       0           5.15387          -                7.36523   ignored (score too low)      -         -         
465       15004     0           1.72381          -                7.36523   ignored (score too low)      -         -         
466       5159      0           2.3574           -                7.36523   ignored (score too low)      -         -         
467       7543      0           2.11111          -                7.36523   ignored (score too low)      -         -         
468       194       0.00403769  5.83035          5.64529          7.36523   ignored (score too low)      -         -         
469       7855      0           2.17736          -                7.36523   ignored (score too low)      -         -         
470       8535      0           1.9              -                7.36523   ignored (score too low)      -         -         
471       9984      0           1.51456          1.50563          7.36523   ignored (score too low)      -         -         
472       885       0.00571564  8.94407          8.66198          7.36523   targeted                     19        targeted  
473       2023      0           1.91124          -                7.35973   ignored (score too low)      -         -         
474       737       0           3.79512          3.77927          7.35973   ignored (score too low)      -         -         
475       8348      0           2.41191          -                7.35973   ignored (score too low)      -         -         
476       14263     0           3                -                7.35973   ignored (score too low)      -         -         
477       1464      0.0403638   3.13569          2.71703          7.35973   ignored (score too low)      -         -         
478       8610      0           2.25             -                7.35973   ignored (score too low)      -         -         
479       535       0.015362    9.97398          9.13331          7.35973   targeted                     20        targeted  
480       14667     0           1.48012          1.46163          7.34473   ignored (score too low)      -         -         
481       8985      0           3.1891           -                7.34473   ignored (score too low)      -         -         
482       2119      0.0104762   6.87373          5.99456          7.34473   ignored (score too low)      -         -         
483       2717      0           2.1566           2.14246          7.34473   ignored (score too low)      -         -         
484       265       0.0202041   6.01343          4.90602          7.34473   ignored (score too low)      -         -         
485       2747      0.00663049  9.77179          9.41095          7.34473   targeted                     21        targeted  
486       11411     0           2.06138          -                7.33699   ignored (score too low)      -         -         
487       4846      0           1.56872          -                7.33699   ignored (score too low)      -         -         
488       9888      0           2.27778          -                7.33699   ignored (score too low)      -         -         
489       4753      0           1.95139          -                7.33699   ignored (score too low)      -         -         
490       7243      0.0114047   2.73495          2.50429          7.33699   ignored (score too low)      -         -         
491       2625      0           7.55905          -                7.33699   targeted                     22        targeted  
492       10092     0.0110919   2.64675          2.53548          7.33263   ignored (score too low)      -         -         
493       4999      0.153283    2.61503          0.912995         7.33263   ignored (score too low)      -         -         
494       13814     0.00362916  2.72728          2.62396          7.33263   ignored (score too low)      -         -         
495       13433     0.0535112   1.6336           1.49707          7.33263   ignored (score too low)      -         -         
496       629       0.123013    6.18481          1.86877          7.33263   ignored (score too low)      -         -         
497       7859      0           2.17736          -                7.33263   ignored (score too low)      -         -         
498       7299      0           6.35326          -                7.33263   ignored (score too low)      -         -         
499       9865      0           1.99228          1.93882          7.33263   ignored (score too low)      -         -         
500       12184     0           4.51432          -                7.33263   ignored (score too low)      -         -         
501       11933     0           2.5              -                7.33263   ignored (score too low)      -         -         
502       151       0.00646622  7.36523          7.07908          7.32669   ignored (score too low)      -         -         
503       417       0.0198101   9.29606          8.37738          7.32669   targeted                     23        targeted  
504       13814     0.00362916  2.62396          2.52064          7.32421   ignored (score too low)      -         -         
505       958       0.01875     3.55414          3.25404          7.32421   ignored (score too low)      -         -         
506       11972     0           1.4557           1.45061          7.32421   ignored (score too low)      -         -         
507       18        0.0192334   2.43867          2.24725          7.32421   ignored (score too low)      -         -         
508       15177     0           2.11111          -                7.32421   ignored (score too low)      -         -         
509       70        0           2.87512          2.80802          7.32421   ignored (score too low)      -         -         
510       13253     0           2.0025           -                7.32421   ignored (score too low)      -         -         
511       2518      0           6.32376          6.3036           7.32421   ignored (score too low)      -         -         
512       12578     0.510463    1.5157           0.455734         7.32421   ignored (score too low)      -         -         
513       3759      0.0133333   2.11711          1.99339          7.32421   ignored (score too low)      -         -         
514       238       0.015247    6.14424          5.43179          7.32421   ignored (score too low)      -         -         
515       14987     0           1.99435          -                7.32421   ignored (score too low)      -         -         
516       23        0.0572056   8.13032          6.40658          7.31264   ignored (score too low)      -         -         
517       4255      0.0372799   2.02112          1.70274          7.31264   ignored (score too low)      -         -         
518       750       0.00952765  6.16113          5.82511          7.31264   ignored (score too low)      -         -         
519       129       0.059257    6.00252          3.75878          7.31264   ignored (score too low)      -         -         
520       11424     0           2.06138          -                7.31264   ignored (score too low)      -         -         
521       10660     0.0142549   2.24753          2.07432          7.31264   ignored (score too low)      -         -         
522       5087      0.0172864   1.97535          1.71877          7.31264   ignored (score too low)      -         -         
523       2089      0           1.72222          -                7.31264   ignored (score too low)      -         -         
524       2705      0           4.72321          -                7.31264   ignored (score too low)      -         -         
525       12604     0           2.11111          -                7.31264   ignored (score too low)      -         -         
526       11665     0           2.0625           -                7.31264   ignored (score too low)      -         -         
527       3696      0           4.99375          -                7.31264   ignored (score too low)      -         targeted  
528       8554      0           2.29167          -                7.31264   ignored (score too low)      -         -         
529       10883     0           2.11111          -                7.31264   ignored (score too low)      -         -         
530       1405      0.0240073   7.30037          6.18318          7.31264   ignored (score too low)      -         -         
531       164       0.017971    6.07226          5.82068          7.31264   ignored (score too low)      -         -         
532       7505      0           1.67965          -                7.31264   ignored (score too low)      -         -         
533       11979     0.00462983  2.32314          2.24006          7.31264   ignored (score too low)      -         -         
534       2602      0           7.2722           -                7.31264   ignored (score too low)      -         targeted  
535       6698      0.00787519  5.46127          5.16325          7.31264   ignored (score too low)      -         -         
536       2281      0           2.53855          2.50432          7.31264   ignored (score too low)      -         -         
537       7120      0           2.11111          -                7.31264   ignored (score too low)      -         -         
538       7841      0           2.94852          -                7.31264   ignored (score too low)      -         -         
539       3447      0           3.44727          -                7.31264   ignored (score too low)      -         -         
540       205       0.101424    5.18209          2.03167          7.31264   ignored (score too low)      -         -         
541       4488      0           4.5              -                7.31264   ignored (score too low)      -         -         
542       1030      0           2.86146          2.81802          7.31264   ignored (score too low)      -         -         
543       606       0.00737437  13.1396          12.4118          7.31264   targeted                     24        targeted  
544       15079     0           1.88095          -                7.30037   ignored (score too low)      -         -         
545       12363     0           3.5              -                7.30037   ignored (score too low)      -         -         
546       1866      0           2.15876          2.15538          7.30037   ignored (score too low)      -         -         
547       1755      0.00810539  6.51027          6.25898          7.30037   ignored (score too low)      -         -         
548       7214      0           2.26169          2.23135          7.30037   ignored (score too low)      -         -         
549       7009      0           1.74988          1.72058          7.30037   ignored (score too low)      -         -         
550       2835      0.0241118   4.19822          3.7786           7.30037   ignored (score too low)      -         -         
551       6050      0           2.11111          -                7.30037   ignored (score too low)      -         -         
552       598       0.205957    3.72022          2.20649          7.30037   ignored (score too low)      -         -         
553       3499      0.022806    2.06379          1.75728          7.30037   ignored (score too low)      -         -         
554       3094      0           6.58899          -                7.30037   ignored (score too low)      -         targeted  
555       10771     0           2.08192          -                7.30037   ignored (score too low)      -         -         
556       3541      0.150608    2.35845          1.21714          7.30037   ignored (score too low)      -         -         
557       13501     0           2.25             -                7.30037   ignored (score too low)      -         -         
558       653       0.196419    5.77536          0.967958         7.30037   ignored (score too low)      -         -         
559       1626      0.0128756   2.70861          2.48304          7.30037   ignored (score too low)      -         -         
560       2010      0           1.92638          1.90898          7.30037   ignored (score too low)      -         -         
561       5122      0           2                -                7.30037   ignored (score too low)      -         -         
562       1645      0.10103     -1.68947         -5.93536         7.30037   ignored (score too low)      -         -         
563       850       0           5.67938          -                7.30037   ignored (score too low)      -         -         
564       9781      0           3.54656          -                7.30037   ignored (score too low)      -         -         
565       14046     0           2.11111          -                7.30037   ignored (score too low)      -         -         
566       14227     0           1.86012          -                7.30037   ignored (score too low)      -         -         
567       7217      0           2.56803          -                7.30037   ignored (score too low)      -         -         
568       8194      0           4.83333          -                7.30037   ignored (score too low)      -         -         
569       9734      0           2.08681          -                7.30037   ignored (score too low)      -         -         
570       5952      0           2.08861          -                7.30037   ignored (score too low)      -         -         
571       2966      0.210987    3.0932           1.50711          7.30037   ignored (score too low)      -         -         
572       2954      0.048515    5.34033          4.05938          7.30037   ignored (score too low)      -         -         
573       8632      0           2.11111          -                7.30037   ignored (score too low)      -         -         
574       10451     0           2.0525           -                7.30037   ignored (score too low)      -         -         
575       1278      0           1.87203          1.83726          7.30037   ignored (score too low)      -         -         
576       3146      0.0388616   5.51304          3.94379          7.30037   ignored (score too low)      -         -         
577       6235      0.273601    2.64733          -0.428735        7.30037   ignored (score too low)      -         -         
578       13386     0           1.62306          -                7.30037   ignored (score too low)      -         -         
579       12073     0.0207601   3.16233          2.68528          7.30037   ignored (score too low)      -         -         
580       5971      0           3.67308          -                7.30037   ignored (score too low)      -         -         
581       6136      0           2.04277          1.98397          7.30037   ignored (score too low)      -         -         
582       9029      0           3                -                7.30037   ignored (score too low)      -         -         
583       6573      0.016605    9.07313          8.49964          7.30037   targeted                     25        -         
584       13251     0           2.0025           -                7.29606   ignored (score too low)      -         -         
585       11563     0           3.0934           -                7.29606   ignored (score too low)      -         -         
586       10105     0           4.07251          -                7.29606   ignored (score too low)      -         -         
587       1072      0.0229153   1.90683          1.82195          7.29606   ignored (score too low)      -         -         
588       14936     0           2.25             -                7.29606   ignored (score too low)      -         -         
589       5211      0           5.00973          -                7.29606   ignored (score too low)      -         -         
590       887       0.106185    4.79501          1.86584          7.29606   ignored (score too low)      -         -         
591       10056     0           2.41667          -                7.29606   ignored (score too low)      -         -         
592       2677      0           3.95106          -                7.29606   ignored (score too low)      -         -         
593       4384      0           1.97826          -                7.29606   ignored (score too low)      -         -         
594       307       0.0130508   11.4342          10.873           7.29606   targeted                     26        targeted  
595       7397      0           7.1632           -                7.29534   ignored (score too low)      -         -         
596       13249     0           2.0025           -                7.29534   ignored (score too low)      -         -         
597       4508      0           2.25             -                7.29534   ignored (score too low)      -         -         
598       724       0.0496187   7.50787          6.32065          7.29288   ignored (score too low)      -         targeted  
599       218       0           4.11532          4.0965           7.29288   ignored (score too low)      -         -         
600       4354      0           2.14444          -                7.29288   ignored (score too low)      -         -         
601       6341      0           1.975            -                7.29288   ignored (score too low)      -         -         
602       417       1           8.37738          -                7.29288   ignored (already targeted)   -         targeted  
603       11624     0           3.6753           -                7.29288   ignored (score too low)      -         -         
604       9284      0           2.00189          -                7.29288   ignored (score too low)      -         -         
605       335       0.0216296   5.03198          4.40116          7.29288   ignored (score too low)      -         -         
606       10979     0           2.5              -                7.29288   ignored (score too low)      -         -         
607       7809      0           2.78452          -                7.29288   ignored (score too low)      -         -         
608       2420      0           3.20312          -                7.29288   ignored (score too low)      -         -         
609       4919      0           6.85317          6.77989          7.29288   ignored (score too low)      -         -         
610       9258      0           4.12083          -                7.29288   ignored (score too low)      -         -         
611       359       0.0296127   7.46859          5.95269          7.2722    ignored (score too low)      -         targeted  
612       6992      0           3.11548          -                7.2722    ignored (score too low)      -         -         
613       4208      0           3.33333          -                7.2722    ignored (score too low)      -         -         
614       156       0.0488625   9.79655          7.54882          7.2722    targeted                     27        targeted  
615       196       1           8.89044          -                7.26216   ignored (already targeted)   -         targeted  
616       6481      0           3.52161          3.4902           7.26216   ignored (score too low)      -         -         
617       1485      0.0162868   3.33005          2.68848          7.26216   ignored (score too low)      -         -         
618       13818     0.0708149   1.24621          1.15481          7.26216   ignored (score too low)      -         -         
619       3028      0.00162338  6.48946          6.3444           7.26216   ignored (score too low)      -         -         
620       4912      0.0231472   4.04503          3.61983          7.26216   ignored (score too low)      -         -         
621       6133      0.0110959   3.97682          3.63372          7.26216   ignored (score too low)      -         -         
622       14710     0           1.62279          -                7.26216   ignored (score too low)      -         -         
623       978       0.028783    3.40335          3.13961          7.26216   ignored (score too low)      -         -         
624       6132      0.0209628   3.60634          2.94243          7.26216   ignored (score too low)      -         -         
625       4699      0.020226    2.72653          2.60023          7.26216   ignored (score too low)      -         -         
626       2123      0           6.34397          6.27651          7.26216   ignored (score too low)      -         -         
627       12456     0           2.32936          2.2935           7.26216   ignored (score too low)      -         -         
628       1659      0.0268282   2.00914          1.91914          7.26216   ignored (score too low)      -         -         
629       4124      0           1.89583          -                7.26216   ignored (score too low)      -         -         
630       3841      0           2.41667          -                7.26216   ignored (score too low)      -         -         
631       6772      0           2.01806          -                7.26216   ignored (score too low)      -         -         
632       10189     0           2.27778          -                7.26216   ignored (score too low)      -         -         
633       9955      0.0476354   1.83259          1.68869          7.26216   ignored (score too low)      -         -         
634       14988     0.0407078   1.99435          1.87223          7.26216   ignored (score too low)      -         -         
635       5851      0           3.18333          -                7.26216   ignored (score too low)      -         -         
636       9360      0           2.70878          2.68966          7.26216   ignored (score too low)      -         -         
637       140       1           8.40868          -                7.26216   ignored (already targeted)   -         targeted  
638       8731      0           2.31191          -                7.26216   ignored (score too low)      -         -         
639       210       0.01438     10.9941          9.93899          7.26216   targeted                     28        targeted  
640       5507      0           3                -                7.26048   ignored (score too low)      -         -         
641       8831      0           2.02024          -                7.26048   ignored (score too low)      -         -         
642       1644      0           4.2913           -                7.26048   ignored (score too low)      -         -         
643       2066      0.0176067   3.92029          3.74658          7.26048   ignored (score too low)      -         -         
644       231       0.019959    6.69068          6.12432          7.26048   ignored (score too low)      -         -         
645       4063      0           2.91716          2.91064          7.26048   ignored (score too low)      -         -         
646       3177      0           2.06667          -                7.26048   ignored (score too low)      -         -         
647       9263      0           2.00189          -                7.26048   ignored (score too low)      -         -         
648       1520      0           8.16807          8.14476          7.26048   targeted                     29        targeted  
649       1167      0.221405    2.20891          1.42572          7.25681   ignored (score too low)      -         -         
650       539       0.0798549   5.40063          3.1432           7.25681   ignored (score too low)      -         -         
651       7908      0           2.63889          -                7.25681   ignored (score too low)      -         -         
652       6834      0           2.91392          -                7.25681   ignored (score too low)      -         -         
653       11011     0.0292269   2.03797          1.6546           7.25681   ignored (score too low)      -         -         
654       1887      0           3.8625           3.84308          7.25681   ignored (score too low)      -         -         
655       735       0           3.13867          3.1123           7.25681   ignored (score too low)      -         -         
656       2075      0.0263458   4.82458          4.06543          7.25681   ignored (score too low)      -         -         
657       7092      0           1.7568           1.73518          7.25681   ignored (score too low)      -         -         
658       12887     0           2.20973          -                7.25681   ignored (score too low)      -         -         
659       9375      0.0182727   1.5935           1.46833          7.25681   ignored (score too low)      -         -         
660       15099     0           2.25             -                7.25681   ignored (score too low)      -         -         
661       2314      0.0185938   8.79557          8.08122          7.25681   targeted                     30        -         
662       4636      0           3.12917          -                7.25085   ignored (score too low)      -         -         
663       3014      0.0392863   3.22402          2.41355          7.25085   ignored (score too low)      -         -         
664       100       1           9.67648          -                7.25085   ignored (already targeted)   -         targeted  
665       515       0.0985448   8.29272          4.74268          7.23142   ignored (score too low)      -         targeted  
666       8367      0           2.19048          -                7.23142   ignored (score too low)      -         -         
667       5581      0.0235198   2.11385          1.96545          7.23142   ignored (score too low)      -         -         
668       4422      0           2.01562          -                7.23142   ignored (score too low)      -         -         
669       239       0.0331042   12.2331          9.51669          7.23142   targeted                     31        targeted  
670       14297     0           2.15             -                7.21797   ignored (score too low)      -         -         
671       5686      0           3                -                7.21797   ignored (score too low)      -         -         
672       7893      0           3                -                7.21797   ignored (score too low)      -         -         
673       9358      0.0117859   1.51408          1.39696          7.21797   ignored (score too low)      -         -         
674       545       0.110456    8.31238          5.34076          7.21568   ignored (score too low)      -         targeted  
675       3016      0.0440376   3.06314          2.43315          7.21568   ignored (score too low)      -         -         
676       267       0.0852585   7.74762          2.74287          7.21368   ignored (score too low)      -         -         
677       1522      0.0107701   3.67065          3.26804          7.21368   ignored (score too low)      -         -         
678       6194      0.0420167   2.94011          2.56032          7.21368   ignored (score too low)      -         -         
679       705       0.112577    9.68416          1.97728          7.20729   ignored (score too low)      -         targeted  
680       14881     0.0252377   1.80347          1.74133          7.20729   ignored (score too low)      -         -         
681       1784      0.0169164   7.90545          7.36307          7.20729   targeted                     32        targeted  
682       1398      0.0277778   2.54288          2.40643          7.18559   ignored (score too low)      -         -         
683       4085      0           5.19501          -                7.18559   ignored (score too low)      -         -         
684       3120      0           3.68301          -                7.18559   ignored (score too low)      -         -         
685       3120      0           3.68301          -                7.18559   ignored (score too low)      -         -         
686       9073      0           2.22019          2.17692          7.18559   ignored (score too low)      -         -         
687       174       0.0614973   2.93991          1.78876          7.18559   ignored (score too low)      -         -         
688       7041      0           2.04171          -                7.18559   ignored (score too low)      -         -         
689       1226      0           2.9625           -                7.18559   ignored (score too low)      -         -         
690       12373     0           2.5              -                7.18559   ignored (score too low)      -         -         
691       14063     0.0366091   1.67783          1.56124          7.18559   ignored (score too low)      -         -         
692       4145      0.00408561  2.6601           2.56067          7.18559   ignored (score too low)      -         -         
693       13729     0           2.25             -                7.18559   ignored (score too low)      -         -         
694       8297      0.128664    4.92724          3.05951          7.18559   ignored (score too low)      -         -         
695       2735      0.25        3.08844          1.73201          7.18559   ignored (score too low)      -         -         
696       78        0.038898    4.3144           3.48179          7.18559   ignored (score too low)      -         -         
697       9341      0           2.11111          -                7.18559   ignored (score too low)      -         -         
698       1245      0.003663    3.37076          3.29906          7.18559   ignored (score too low)      -         -         
699       13236     0           2.175            -                7.18559   ignored (score too low)      -         -         
700       6454      0.0507265   2.7505           2.04436          7.18559   ignored (score too low)      -         -         
701       1312      0.00973641  7.90075          7.46788          7.18559   targeted                     33        targeted  
702       1221      0.0230946   5.03222          4.3668           7.18037   ignored (score too low)      -         -         
703       131       1           9.60552          -                7.18037   ignored (already targeted)   -         targeted  
704       498       0.195723    4.7749           -0.28475         7.18037   ignored (score too low)      -         -         
705       3034      0           1.83803          1.78753          7.18037   ignored (score too low)      -         -         
706       11958     0.0492666   1.20129          1.11294          7.18037   ignored (score too low)      -         -         
707       10719     0           3                -                7.18037   ignored (score too low)      -         -         
708       1237      0           2.84827          -                7.18037   ignored (score too low)      -         -         
709       6250      0           4.79167          -                7.18037   ignored (score too low)      -         -         
710       743       0.00925929  2.20055          2.02637          7.18037   ignored (score too low)      -         -         
711       9877      0.0209888   2.34136          2.05436          7.18037   ignored (score too low)      -         -         
712       7494      0.0244951   3.20118          3.04479          7.18037   ignored (score too low)      -         -         
713       7856      0           2.17736          -                7.18037   ignored (score too low)      -         -         
714       1263      0.153493    3.00367          0.787024         7.18037   ignored (score too low)      -         -         
715       8130      0.5625      1.70962          0.354151         7.18037   ignored (score too low)      -         -         
716       3997      0           2.15386          -                7.18037   ignored (score too low)      -         -         
717       8766      0.230353    1.7473           0.198267         7.18037   ignored (score too low)      -         -         
718       12424     0.00877195  5.61798          5.52771          7.18037   ignored (score too low)      -         -         
719       15115     0           2.0629           2.05695          7.18037   ignored (score too low)      -         -         
720       9571      0.00561307  2.29971          2.15006          7.18037   ignored (score too low)      -         -         
721       256       0.0297811   2.4027           1.9454           7.18037   ignored (score too low)      -         -         
722       6571      0.0777795   3.46705          1.77212          7.18037   ignored (score too low)      -         -         
723       6561      0.0711609   6.15894          3.3389           7.18037   ignored (score too low)      -         -         
724       10957     0           2.21961          -                7.18037   ignored (score too low)      -         -         
725       7856      0           2.17736          -                7.18037   ignored (score too low)      -         -         
726       1059      0.013549    5.49212          4.58131          7.18037   ignored (score too low)      -         -         
727       3792      0.0351232   5.20865          4.16836          7.18037   ignored (score too low)      -         -         
728       2703      0.112841    7.67994          4.39778          7.18025   ignored (score too low)      -         targeted  
