id,simulations,score
2273,10000,23.2777
2283,1,7
2283,10,20.8
2283,100,11.59
2283,1000,12.257
2283,2000,12.685
2283,3000,12.1453
2283,5000,12.0116
2283,7000,12.0743
2283,9000,12.2868
2283,10000,11.7524
2291,1,1
2291,10,4.8
2291,100,2.77
2291,1000,3.251
2291,2000,3.209
2291,3000,3.147
2291,5000,3.1562
2291,7000,3.20371
2291,9000,3.23367
2291,10000,3.2187
2301,1,4
2301,10,7
2301,100,5.46
2301,1000,5.369
2301,2000,5.31
2301,3000,5.50033
2301,5000,5.34
2301,7000,5.30314
2301,9000,5.50844
2301,10000,5.4322
2305,1,2
2305,10,8
2305,100,8.23
2305,1000,8.775
2305,2000,8.868
2305,3000,9.025
2305,5000,8.8208
2305,7000,9.44829
2305,9000,9.157
2305,10000,9.3441
2309,1,11
2309,10,4.5
2309,100,4.8
2309,1000,4.592
2309,2000,4.3125
2309,3000,4.578
2309,5000,4.4694
2309,7000,4.50829
2309,9000,4.47822
2309,10000,4.457
2312,1,2
2312,10,4.8
2312,100,3.17
2312,1000,3.129
2312,2000,3.2275
2312,3000,3.22333
2312,5000,3.3676
2312,7000,3.27329
2312,9000,3.25878
2312,10000,3.2772
2314,1,9
2314,10,20.8
2314,100,16.15
2314,1000,19.008
2314,2000,18.1645
2314,3000,18.1027
2314,5000,18.2804
2314,7000,18.7054
2314,9000,18.3626
2314,10000,18.0259
2319,1,11
2319,10,1.2
2319,100,1.71
2319,1000,2.239
2319,2000,1.7475
2319,3000,1.619
2319,5000,1.7276
2319,7000,1.66186
2319,9000,1.71044
2319,10000,1.6634
2322,1,1
2322,10,3
2322,100,2.52
2322,1000,2.498
2322,2000,2.6195
2322,3000,2.517
2322,5000,2.5808
2322,7000,2.56071
2322,9000,2.53244
2322,10000,2.593
2333,1,3
2333,10,5.7
2333,100,6.4
2333,1000,7.045
2333,2000,6.8105
2333,3000,7.055
2333,5000,7.0588
2333,7000,7.04429
2333,9000,7.00289
2333,10000,6.9814
2335,1,3
2335,10,3
2335,100,3
2335,1000,3
2335,2000,3
2335,3000,3
2335,5000,3
2335,7000,3
2335,9000,3
2335,10000,3
2350,1,3
2350,10,7.3
2350,100,5.72
2350,1000,6.205
2350,2000,5.778
2350,3000,5.84767
2350,5000,5.8408
2350,7000,5.97814
2350,9000,6.04878
2350,10000,5.9976
2353,1,1
2353,10,1.4
2353,100,2.36
2353,1000,2.267
2353,2000,2.447
2353,3000,2.36767
2353,5000,2.5074
2353,7000,2.459
2353,9000,2.44533
2353,10000,2.4805
2406,1,1
2406,10,2.4
2406,100,1.63
2406,1000,1.759
2406,2000,1.8485
2406,3000,1.802
2406,5000,1.7776
2406,7000,1.94371
2406,9000,1.94822
2406,10000,1.8283
2454,1,10
2454,10,9.2
2454,100,10.55
2454,1000,10.656
2454,2000,10.115
2454,3000,10.2703
2454,5000,10.4092
2454,7000,10.4807
2454,9000,10.331
2454,10000,10.3239
2458,1,6
2458,10,5.4
2458,100,4.94
2458,1000,5.034
2458,2000,5.055
2458,3000,4.96933
2458,5000,4.9984
2458,7000,4.99143
2458,9000,4.99622
2458,10000,5.0064
2463,1,2
2463,10,2
2463,100,2
2463,1000,2
2463,2000,2
2463,3000,2
2463,5000,2
2463,7000,2
2463,9000,2
2463,10000,2
2471,1,1
2471,10,2.6
2471,100,2.3
2471,1000,2.24
2471,2000,2.262
2471,3000,2.26333
2471,5000,2.248
2471,7000,2.26129
2471,9000,2.25533
2471,10000,2.2539
2474,1,2
2474,10,3.2
2474,100,3.6
2474,1000,3.55
2474,2000,3.4335
2474,3000,3.37767
2474,5000,3.4312
2474,7000,3.44143
2474,9000,3.411
2474,10000,3.4444
2479,1,1
2479,10,1
2479,100,1.55
2479,1000,1.616
2479,2000,1.8025
2479,3000,1.687
2479,5000,1.6214
2479,7000,1.65914
2479,9000,1.736
2479,10000,1.6885
2481,1,2
2481,10,2
2481,100,2
2481,1000,2
2481,2000,2
2481,3000,2
2481,5000,2
2481,7000,2
2481,9000,2
2481,10000,2
2490,1,12
2490,10,8
2490,100,7.79
2490,1000,7.148
2490,2000,6.523
2490,3000,6.801
2490,5000,6.58
2490,7000,6.69914
2490,9000,6.92733
2490,10000,7.0454
2526,1,7
2526,10,9.5
2526,100,4.91
2526,1000,6.042
2526,2000,6.335
2526,3000,6.21833
2526,5000,6.2544
2526,7000,6.30086
2526,9000,6.22556
2526,10000,6.614
2555,1,3
2555,10,2.2
2555,100,3.97
2555,1000,3.517
2555,2000,3.597
2555,3000,3.76467
2555,5000,3.7002
2555,7000,3.76414
2555,9000,3.76022
2555,10000,3.7924
2559,1,2
2559,10,2
2559,100,2
2559,1000,2
2559,2000,2
2559,3000,2
2559,5000,2
2559,7000,2
2559,9000,2
2559,10000,2
2580,1,3
2580,10,3
2580,100,3
2580,1000,3
2580,2000,3
2580,3000,3
2580,5000,3
2580,7000,3
2580,9000,3
2580,10000,3
2597,1,5
2597,10,8.9
2597,100,6.84
2597,1000,8.833
2597,2000,9.218
2597,3000,9.056
2597,5000,9.6794
2597,7000,9.303
2597,9000,9.54489
2597,10000,9.3816
2634,1,1
2634,10,1.7
2634,100,2.61
2634,1000,2.73
2634,2000,2.8445
2634,3000,2.834
2634,5000,2.7532
2634,7000,2.75543
2634,9000,2.74256
2634,10000,2.7649
2653,1,2
2653,10,4.3
2653,100,3.72
2653,1000,4.491
2653,2000,4.4655
2653,3000,4.43367
2653,5000,4.5036
2653,7000,4.39714
2653,9000,4.48844
2653,10000,4.5335
2667,1,1
2667,10,2.8
2667,100,2.72
2667,1000,2.486
2667,2000,2.442
2667,3000,2.46267
2667,5000,2.3932
2667,7000,2.47871
2667,9000,2.47367
2667,10000,2.4247
2683,1,1
2683,10,2.3
2683,100,2.48
2683,1000,2.58
2683,2000,2.547
2683,3000,2.62433
2683,5000,2.5974
2683,7000,2.57371
2683,9000,2.57511
2683,10000,2.5779
2698,1,4
2698,10,2.9
2698,100,5.28
2698,1000,5.304
2698,2000,4.848
2698,3000,4.88667
2698,5000,4.7326
2698,7000,4.684
2698,9000,4.90444
2698,10000,4.7401
2701,1,1
2701,10,1
2701,100,2.85
2701,1000,1.849
2701,2000,1.7465
2701,3000,1.718
2701,5000,1.8072
2701,7000,1.75614
2701,9000,1.80967
2701,10000,1.7537
2716,1,5
2716,10,11.4
2716,100,14.82
2716,1000,14.98
2716,2000,14.901
2716,3000,14.366
2716,5000,15.4042
2716,7000,15.0741
2716,9000,15.1788
2716,10000,15.2035
2721,1,1
2721,10,4.3
2721,100,3.89
2721,1000,3.946
2721,2000,3.8595
2721,3000,4.038
2721,5000,4.0122
2721,7000,4.11886
2721,9000,4.06789
2721,10000,4.0117
2731,1,3
2731,10,2.2
2731,100,2.54
2731,1000,2.696
2731,2000,2.681
2731,3000,2.62667
2731,5000,2.6492
2731,7000,2.60771
2731,9000,2.62578
2731,10000,2.6466
2735,1,4
2735,10,2.8
2735,100,3.87
2735,1000,4.059
2735,2000,4.097
2735,3000,4.285
2735,5000,3.9862
2735,7000,3.936
2735,9000,4.06322
2735,10000,3.9396
2754,1,4
2754,10,5.3
2754,100,3.59
2754,1000,3.934
2754,2000,3.834
2754,3000,3.98967
2754,5000,3.9894
2754,7000,3.87414
2754,9000,3.89933
2754,10000,3.9309
2788,1,2
2788,10,2
2788,100,2
2788,1000,2
2788,2000,2
2788,3000,2
2788,5000,2
2788,7000,2
2788,9000,2
2788,10000,2
2804,1,49
2804,10,5
2804,100,9.17
2804,1000,6.681
2804,2000,7.699
2804,3000,7.50533
2804,5000,7.6848
2804,7000,7.67814
2804,9000,7.554
2804,10000,7.8246
2842,1,12
2842,10,1.5
2842,100,1.54
2842,1000,2.996
2842,2000,3.1315
2842,3000,2.83067
2842,5000,3.005
2842,7000,2.97943
2842,9000,2.94656
2842,10000,3.057
2852,1,3
2852,10,2.2
2852,100,3.39
2852,1000,3.668
2852,2000,3.2975
2852,3000,3.20033
2852,5000,3.2712
2852,7000,3.11014
2852,9000,3.11789
2852,10000,3.2155
2855,1,4
2855,10,1.8
2855,100,2.29
2855,1000,2.433
2855,2000,2.3665
2855,3000,2.41967
2855,5000,2.5042
2855,7000,2.39729
2855,9000,2.32667
2855,10000,2.3568
2888,1,2
2888,10,2
2888,100,2
2888,1000,2
2888,2000,2
2888,3000,2
2888,5000,2
2888,7000,2
2888,9000,2
2888,10000,2
2900,1,7
2900,10,5.2
2900,100,7.04
2900,1000,6.551
2900,2000,6.4655
2900,3000,6.73467
2900,5000,6.805
2900,7000,6.65643
2900,9000,6.61611
2900,10000,6.6113
2915,1,5
2915,10,5.2
2915,100,8.45
2915,1000,6.695
2915,2000,6.794
2915,3000,6.68667
2915,5000,6.8008
2915,7000,6.81171
2915,9000,6.78367
2915,10000,6.6965
2930,1,2
2930,10,2
2930,100,2
2930,1000,2
2930,2000,2
2930,3000,2
2930,5000,2
2930,7000,2
2930,9000,2
2930,10000,2
2966,1,2
2966,10,4.9
2966,100,5.2
2966,1000,4.747
2966,2000,5.569
2966,3000,5.22933
2966,5000,5.4182
2966,7000,5.40286
2966,9000,5.61189
2966,10000,5.5408
3003,1,1
3003,10,1.3
3003,100,1.91
3003,1000,1.871
3003,2000,2.0295
3003,3000,2.025
3003,5000,1.9726
3003,7000,2.01629
3003,9000,2.03978
3003,10000,2.0306
3068,1,1
3068,10,1
3068,100,1.45
3068,1000,1.713
3068,2000,1.684
3068,3000,1.67267
3068,5000,1.6064
3068,7000,1.62643
3068,9000,1.67067
3068,10000,1.6032
3069,1,13
3069,10,7.4
3069,100,11.28
3069,1000,9.791
3069,2000,9.32
3069,3000,9.57733
3069,5000,9.4824
3069,7000,9.32157
3069,9000,9.488
3069,10000,9.6827
3087,1,1
3087,10,2.6
3087,100,2.62
3087,1000,2.655
3087,2000,2.6495
3087,3000,2.716
3087,5000,2.7136
3087,7000,2.69386
3087,9000,2.67267
3087,10000,2.6979
3153,1,1
3153,10,2.9
3153,100,2.36
3153,1000,2.393
3153,2000,2.649
3153,3000,2.55767
3153,5000,2.5674
3153,7000,2.50543
3153,9000,2.61122
3153,10000,2.5187
3175,1,3
3175,10,2.2
3175,100,2.68
3175,1000,2.607
3175,2000,2.587
3175,3000,2.67667
3175,5000,2.6658
3175,7000,2.678
3175,9000,2.63622
3175,10000,2.6176
3188,1,3
3188,10,2.4
3188,100,1.88
3188,1000,1.996
3188,2000,1.968
3188,3000,1.99733
3188,5000,1.9828
3188,7000,2.00314
3188,9000,1.99444
3188,10000,1.9952
3197,1,4
3197,10,5.5
3197,100,6.9
3197,1000,8.318
3197,2000,8.542
3197,3000,8.525
3197,5000,8.5662
3197,7000,8.27114
3197,9000,8.45578
3197,10000,8.5123
3205,1,2
3205,10,2
3205,100,2
3205,1000,2
3205,2000,2
3205,3000,2
3205,5000,2
3205,7000,2
3205,9000,2
3205,10000,2
3229,1,3
3229,10,2
3229,100,2.19
3229,1000,2.254
3229,2000,2.2445
3229,3000,2.22233
3229,5000,2.231
3229,7000,2.25271
3229,9000,2.24511
3229,10000,2.2606
3240,1,1
3240,10,1.8
3240,100,2.86
3240,1000,2.651
3240,2000,2.687
3240,3000,2.602
3240,5000,2.5758
3240,7000,2.59829
3240,9000,2.65333
3240,10000,2.6525
3256,1,4
3256,10,4.7
3256,100,4.11
3256,1000,4.564
3256,2000,4.4945
3256,3000,4.42167
3256,5000,4.4872
3256,7000,4.63014
3256,9000,4.56489
3256,10000,4.5153
3257,1,2
3257,10,2.2
3257,100,2.79
3257,1000,2.954
3257,2000,2.8445
3257,3000,2.79533
3257,5000,2.8938
3257,7000,2.91471
3257,9000,2.84756
3257,10000,2.8706
3258,1,2
3258,10,2.2
3258,100,2.45
3258,1000,2.422
3258,2000,2.349
3258,3000,2.341
3258,5000,2.3146
3258,7000,2.35714
3258,9000,2.339
3258,10000,2.3091
3264,1,2
3264,10,2.4
3264,100,2.29
3264,1000,2.459
3264,2000,2.633
3264,3000,2.457
3264,5000,2.4946
3264,7000,2.54343
3264,9000,2.53933
3264,10000,2.538
3267,1,4
3267,10,1
3267,100,1.77
3267,1000,1.789
3267,2000,1.7505
3267,3000,1.85333
3267,5000,1.764
3267,7000,1.70071
3267,9000,1.78211
3267,10000,1.714
3277,1,1
3277,10,3.8
3277,100,1.44
3277,1000,1.953
3277,2000,1.849
3277,3000,1.885
3277,5000,1.6864
3277,7000,1.89214
3277,9000,1.74244
3277,10000,1.7494
3290,1,1
3290,10,2
3290,100,1.98
3290,1000,2.01
3290,2000,1.989
3290,3000,2.002
3290,5000,1.996
3290,7000,1.99857
3290,9000,1.994
3290,10000,2.008
3301,1,1
3301,10,1.5
3301,100,1.98
3301,1000,2.01
3301,2000,1.974
3301,3000,1.87867
3301,5000,1.9378
3301,7000,1.83986
3301,9000,1.85767
3301,10000,1.8563
3323,1,1
3323,10,2.1
3323,100,2.4
3323,1000,2.464
3323,2000,2.1885
3323,3000,2.296
3323,5000,2.3244
3323,7000,2.37686
3323,9000,2.30011
3323,10000,2.3414
3334,1,1
3334,10,3.5
3334,100,2.33
3334,1000,2.275
3334,2000,2.1915
3334,3000,2.17933
3334,5000,2.1866
3334,7000,2.21957
3334,9000,2.23611
3334,10000,2.2315
3343,1,13
3343,10,3.3
3343,100,3.83
3343,1000,3.469
3343,2000,3.5115
3343,3000,3.50267
3343,5000,3.5652
3343,7000,3.53243
3343,9000,3.53422
3343,10000,3.5335
3346,1,2
3346,10,2.1
3346,100,2.19
3346,1000,2.272
3346,2000,2.2745
3346,3000,2.23833
3346,5000,2.2576
3346,7000,2.23629
3346,9000,2.26411
3346,10000,2.2419
3356,1,3
3356,10,2.2
3356,100,2.34
3356,1000,2.191
3356,2000,2.2335
3356,3000,2.245
3356,5000,2.2698
3356,7000,2.24443
3356,9000,2.24989
3356,10000,2.2531
3402,1,2
3402,10,5
3402,100,3.92
3402,1000,3.63
3402,2000,3.5765
3402,3000,3.57333
3402,5000,3.6416
3402,7000,3.66671
3402,9000,3.61967
3402,10000,3.56
3407,1,3
3407,10,2.9
3407,100,2.52
3407,1000,2.379
3407,2000,2.596
3407,3000,2.36933
3407,5000,2.4472
3407,7000,2.45743
3407,9000,2.38433
3407,10000,2.4995
3428,1,4
3428,10,4.8
3428,100,5.64
3428,1000,5.414
3428,2000,4.7095
3428,3000,5.02667
3428,5000,4.9742
3428,7000,5.06743
3428,9000,5.17089
3428,10000,4.9926
3442,1,3
3442,10,2.1
3442,100,4.12
3442,1000,4.026
3442,2000,4.1675
3442,3000,4.05167
3442,5000,4.1894
3442,7000,4.301
3442,9000,4.04344
3442,10000,4.0769
3457,1,2
3457,10,2
3457,100,2
3457,1000,2
3457,2000,2
3457,3000,2
3457,5000,2
3457,7000,2
3457,9000,2
3457,10000,2
3472,1,2
3472,10,2
3472,100,2
3472,1000,2
3472,2000,2
3472,3000,2
3472,5000,2
3472,7000,2
3472,9000,2
3472,10000,2
3493,1,18
3493,10,5.2
3493,100,6
3493,1000,6.317
3493,2000,6.344
3493,3000,6.14267
3493,5000,6.1266
3493,7000,6.19314
3493,9000,6.34489
3493,10000,6.1661
3557,1,1
3557,10,1
3557,100,1.39
3557,1000,1.653
3557,2000,1.7055
3557,3000,1.78967
3557,5000,1.8098
3557,7000,1.71257
3557,9000,1.72356
3557,10000,1.717
3567,1,10
3567,10,2.8
3567,100,2.51
3567,1000,2.559
3567,2000,2.5655
3567,3000,2.45233
3567,5000,2.5918
3567,7000,2.53186
3567,9000,2.53633
3567,10000,2.4555
3581,1,5
3581,10,4.6
3581,100,4.61
3581,1000,4.503
3581,2000,4.5215
3581,3000,4.66767
3581,5000,4.7346
3581,7000,4.62543
3581,9000,4.69178
3581,10000,4.625
3590,1,3
3590,10,5.7
3590,100,5.51
3590,1000,5.575
3590,2000,5.386
3590,3000,5.21267
3590,5000,5.366
3590,7000,5.35257
3590,9000,5.30456
3590,10000,5.1926
3601,1,2
3601,10,2
3601,100,2
3601,1000,2
3601,2000,2
3601,3000,2
3601,5000,2
3601,7000,2
3601,9000,2
3601,10000,2
3602,1,2
3602,10,2
3602,100,2
3602,1000,2
3602,2000,2
3602,3000,2
3602,5000,2
3602,7000,2
3602,9000,2
3602,10000,2
3616,1,2
3616,10,2
3616,100,2
3616,1000,2
3616,2000,2
3616,3000,2
3616,5000,2
3616,7000,2
3616,9000,2
3616,10000,2
3622,1,2
3622,10,2
3622,100,2
3622,1000,2
3622,2000,2
3622,3000,2
3622,5000,2
3622,7000,2
3622,9000,2
3622,10000,2
3650,1,2
3650,10,10.6
3650,100,4.37
3650,1000,4.96
3650,2000,5.888
3650,3000,5.47233
3650,5000,5.4638
3650,7000,5.32986
3650,9000,5.19944
3650,10000,5.3459
3652,1,2
3652,10,1.5
3652,100,2.97
3652,1000,2.753
3652,2000,3.0175
3652,3000,3.01133
3652,5000,3.1722
3652,7000,3.06857
3652,9000,2.95078
3652,10000,3.0981
3653,1,1
3653,10,3.8
3653,100,3.38
3653,1000,2.939
3653,2000,2.8635
3653,3000,2.92733
3653,5000,3.1442
3653,7000,3.03729
3653,9000,3.05511
3653,10000,2.9803
3660,1,2
3660,10,3.8
3660,100,2.41
3660,1000,2.685
3660,2000,2.7
3660,3000,2.42833
3660,5000,2.5538
3660,7000,2.58643
3660,9000,2.64744
3660,10000,2.5475
3674,1,1
3674,10,1.8
3674,100,2.76
3674,1000,3.117
3674,2000,3.0475
3674,3000,2.902
3674,5000,3.186
3674,7000,3.044
3674,9000,3.25911
3674,10000,3.1147
3694,1,1
3694,10,2.7
3694,100,4.13
3694,1000,3.556
3694,2000,3.5615
3694,3000,3.58533
3694,5000,3.5426
3694,7000,3.50314
3694,9000,3.52078
3694,10000,3.6166
3715,1,3
3715,10,3.6
3715,100,3.64
3715,1000,3.485
3715,2000,3.5095
3715,3000,3.45233
3715,5000,3.4916
3715,7000,3.52543
3715,9000,3.49589
3715,10000,3.5113
3721,1,2
3721,10,2.9
3721,100,2.85
3721,1000,2.863
3721,2000,2.9535
3721,3000,2.922
3721,5000,2.9464
3721,7000,2.90814
3721,9000,2.92767
3721,10000,2.9462
3728,1,4
3728,10,4
3728,100,4
3728,1000,4
3728,2000,4
3728,3000,4
3728,5000,4
3728,7000,4
3728,9000,4
3728,10000,4
3735,1,140
3735,10,20.2
3735,100,7.7
3735,1000,11.046
3735,2000,10.516
3735,3000,11.222
3735,5000,10.839
3735,7000,11.1084
3735,9000,10.8656
3735,10000,11.1103
3739,1,2
3739,10,2
3739,100,2
3739,1000,2
3739,2000,2
3739,3000,2
3739,5000,2
3739,7000,2
3739,9000,2
3739,10000,2
3755,1,1
3755,10,2
3755,100,2.17
3755,1000,2.586
3755,2000,2.318
3755,3000,2.30833
3755,5000,2.4512
3755,7000,2.25243
3755,9000,2.36689
3755,10000,2.3748
3773,1,1
3773,10,1
3773,100,2.47
3773,1000,1.688
3773,2000,1.798
3773,3000,1.70367
3773,5000,1.751
3773,7000,1.78914
3773,9000,1.771
3773,10000,1.6833
3794,1,6
3794,10,1.4
3794,100,4.02
3794,1000,3.293
3794,2000,3.3185
3794,3000,3.11067
3794,5000,3.201
3794,7000,3.13743
3794,9000,3.117
3794,10000,3.1457
3812,1,1
3812,10,4.9
3812,100,2.46
3812,1000,2.419
3812,2000,2.423
3812,3000,2.47367
3812,5000,2.4976
3812,7000,2.47414
3812,9000,2.44789
3812,10000,2.4241
3842,1,15
3842,10,4.6
3842,100,2.37
3842,1000,2.54
3842,2000,2.538
3842,3000,2.60833
3842,5000,2.6478
3842,7000,2.588
3842,9000,2.62089
3842,10000,2.6195
3853,1,2
3853,10,2.9
3853,100,4.74
3853,1000,4.132
3853,2000,3.995
3853,3000,3.95267
3853,5000,3.9686
3853,7000,3.85929
3853,9000,3.77767
3853,10000,3.9178
3856,1,1
3856,10,4.4
3856,100,2.75
3856,1000,2.973
3856,2000,3.0425
3856,3000,3.08233
3856,5000,3.1434
3856,7000,3.06771
3856,9000,3.08722
3856,10000,3.052
3873,1,3
3873,10,2.9
3873,100,3.32
3873,1000,3.331
3873,2000,3.6175
3873,3000,3.339
3873,5000,3.4928
3873,7000,3.48943
3873,9000,3.459
3873,10000,3.4329
3878,1,2
3878,10,3.2
3878,100,3.6
3878,1000,3.337
3878,2000,2.9575
3878,3000,2.92667
3878,5000,3.188
3878,7000,3.10829
3878,9000,3.26167
3878,10000,3.086
3890,1,1
3890,10,2.4
3890,100,1.53
3890,1000,2.166
3890,2000,2.126
3890,3000,2.127
3890,5000,2.177
3890,7000,2.11729
3890,9000,2.12022
3890,10000,2.1661
3904,1,2
3904,10,3.4
3904,100,5.06
3904,1000,4.485
3904,2000,4.5115
3904,3000,4.32667
3904,5000,4.2602
3904,7000,4.25671
3904,9000,4.37367
3904,10000,4.334
3908,1,9
3908,10,9.6
3908,100,11.41
3908,1000,8.69
3908,2000,9.1945
3908,3000,9.12633
3908,5000,9.23
3908,7000,9.19571
3908,9000,9.09922
3908,10000,9.1289
3912,1,9
3912,10,2.7
3912,100,5.95
3912,1000,5.568
3912,2000,5.595
3912,3000,5.62733
3912,5000,5.8836
3912,7000,5.83986
3912,9000,5.86911
3912,10000,5.8191
3916,1,2
3916,10,2
3916,100,2
3916,1000,2
3916,2000,2
3916,3000,2
3916,5000,2
3916,7000,2
3916,9000,2
3916,10000,2
3923,1,4
3923,10,2.1
3923,100,1.8
3923,1000,1.68
3923,2000,1.6635
3923,3000,1.72033
3923,5000,1.6932
3923,7000,1.67029
3923,9000,1.68444
3923,10000,1.6974
3952,1,6
3952,10,3.5
3952,100,6.51
3952,1000,7.376
3952,2000,6.643
3952,3000,6.49933
3952,5000,6.5896
3952,7000,6.45514
3952,9000,6.66033
3952,10000,6.5306
3957,1,2
3957,10,2.2
3957,100,4.53
3957,1000,3.718
3957,2000,3.4705
3957,3000,3.37267
3957,5000,3.3744
3957,7000,3.35129
3957,9000,3.46878
3957,10000,3.4709
3964,1,3
3964,10,3.1
3964,100,3.06
3964,1000,3.036
3964,2000,2.975
3964,3000,3.00933
3964,5000,2.972
3964,7000,3.01714
3964,9000,3.02589
3964,10000,3.0132
3992,1,2
3992,10,4.2
3992,100,3.34
3992,1000,3.394
3992,2000,3.4445
3992,3000,3.421
3992,5000,3.397
3992,7000,3.41514
3992,9000,3.42611
3992,10000,3.3898
3995,1,2
3995,10,2
3995,100,2
3995,1000,2
3995,2000,2
3995,3000,2
3995,5000,2
3995,7000,2
3995,9000,2
3995,10000,2
4000,1,6
4000,10,1.8
4000,100,2.67
4000,1000,2.571
4000,2000,2.3925
4000,3000,2.50967
4000,5000,2.4446
4000,7000,2.48186
4000,9000,2.41833
4000,10000,2.5252
4007,1,1
4007,10,1.2
4007,100,1.7
4007,1000,1.811
4007,2000,1.857
4007,3000,1.85333
4007,5000,1.8666
4007,7000,1.83886
4007,9000,1.84678
4007,10000,1.8032
4011,1,2
4011,10,2
4011,100,2
4011,1000,2
4011,2000,2
4011,3000,2
4011,5000,2
4011,7000,2
4011,9000,2
4011,10000,2
4021,1,2
4021,10,2
4021,100,2
4021,1000,2
4021,2000,2
4021,3000,2
4021,5000,2
4021,7000,2
4021,9000,2
4021,10000,2
4025,1,2
4025,10,5
4025,100,4.99
4025,1000,4.229
4025,2000,4.285
4025,3000,4.30033
4025,5000,4.2094
4025,7000,4.22771
4025,9000,4.25322
4025,10000,4.1194
4027,1,2
4027,10,3.5
4027,100,2.43
4027,1000,2.722
4027,2000,2.707
4027,3000,2.745
4027,5000,2.763
4027,7000,2.87557
4027,9000,2.74
4027,10000,2.7365
4045,1,8
4045,10,7.3
4045,100,9.89
4045,1000,8.156
4045,2000,8.2805
4045,3000,7.549
4045,5000,8.3568
4045,7000,8.20729
4045,9000,7.889
4045,10000,8.1261
4057,1,4
4057,10,2.4
4057,100,2.78
4057,1000,2.389
4057,2000,2.424
4057,3000,2.38733
4057,5000,2.3824
4057,7000,2.40457
4057,9000,2.42767
4057,10000,2.4354
4092,1,3
4092,10,3
4092,100,3
4092,1000,3
4092,2000,3
4092,3000,3
4092,5000,3
4092,7000,3
4092,9000,3
4092,10000,3
4134,1,1
4134,10,4.8
4134,100,3.13
4134,1000,3.125
4134,2000,3.6055
4134,3000,3.217
4134,5000,3.4438
4134,7000,3.306
4134,9000,3.37411
4134,10000,3.2382
4153,1,1
4153,10,1.7
4153,100,2.12
4153,1000,2.306
4153,2000,2.2895
4153,3000,2.36367
4153,5000,2.4094
4153,7000,2.25543
4153,9000,2.47767
4153,10000,2.3684
4155,1,1
4155,10,5
4155,100,2.76
4155,1000,2.804
4155,2000,2.7625
4155,3000,2.96267
4155,5000,2.9738
4155,7000,3.10614
4155,9000,2.95111
4155,10000,3.1908
4174,1,7
4174,10,2.9
4174,100,3.08
4174,1000,3.212
4174,2000,3.3985
4174,3000,3.13367
4174,5000,3.254
4174,7000,3.31429
4174,9000,3.257
4174,10000,3.3047
4189,1,4
4189,10,5
4189,100,5.23
4189,1000,4.821
4189,2000,4.754
4189,3000,4.876
4189,5000,4.7116
4189,7000,4.898
4189,9000,4.82867
4189,10000,4.9784
4203,1,4
4203,10,5.2
4203,100,5.33
4203,1000,5.584
4203,2000,5.509
4203,3000,5.40967
4203,5000,5.521
4203,7000,5.50486
4203,9000,5.47911
4203,10000,5.5165
4226,1,2
4226,10,2
4226,100,2
4226,1000,2
4226,2000,2
4226,3000,2
4226,5000,2
4226,7000,2
4226,9000,2
4226,10000,2
4269,1,1
4269,10,2.9
4269,100,1.47
4269,1000,1.866
4269,2000,1.8185
4269,3000,1.884
4269,5000,1.8804
4269,7000,1.78157
4269,9000,1.83622
4269,10000,1.827
4303,1,1
4303,10,3.6
4303,100,2.16
4303,1000,2.299
4303,2000,2.307
4303,3000,2.35033
4303,5000,2.4538
4303,7000,2.37343
4303,9000,2.32956
4303,10000,2.3198
4345,1,4
4345,10,2.6
4345,100,2.21
4345,1000,2.443
4345,2000,2.497
4345,3000,2.47967
4345,5000,2.494
4345,7000,2.47786
4345,9000,2.48
4345,10000,2.5027
4346,1,1
4346,10,2.4
4346,100,2.47
4346,1000,2.529
4346,2000,2.514
4346,3000,2.49467
4346,5000,2.487
4346,7000,2.48214
4346,9000,2.49511
4346,10000,2.4732
4366,1,10
4366,10,3.6
4366,100,4.54
4366,1000,4.969
4366,2000,5.2975
4366,3000,5.084
4366,5000,5.0168
4366,7000,5.11871
4366,9000,5.08244
4366,10000,5.1217
4399,1,1
4399,10,2.3
4399,100,2.09
4399,1000,1.834
4399,2000,1.8145
4399,3000,1.74333
4399,5000,1.8422
4399,7000,1.856
4399,9000,1.84456
4399,10000,1.8384
4415,1,3
4415,10,2.8
4415,100,2.48
4415,1000,2.393
4415,2000,2.2565
4415,3000,2.33533
4415,5000,2.3358
4415,7000,2.32071
4415,9000,2.32178
4415,10000,2.3269
4432,1,5
4432,10,16.4
4432,100,10.52
4432,1000,9.044
4432,2000,8.7015
4432,3000,9.12567
4432,5000,9.0322
4432,7000,8.98914
4432,9000,9.08633
4432,10000,9.4063
4438,1,1
4438,10,2.8
4438,100,3.18
4438,1000,3.255
4438,2000,3.122
4438,3000,2.943
4438,5000,2.9688
4438,7000,2.879
4438,9000,2.94722
4438,10000,3.0196
4467,1,9
4467,10,8.2
4467,100,6.92
4467,1000,6.394
4467,2000,6.201
4467,3000,6.40067
4467,5000,6.3658
4467,7000,6.55386
4467,9000,6.38211
4467,10000,6.4375
4468,1,3
4468,10,3.5
4468,100,5.66
4468,1000,4.053
4468,2000,4.5925
4468,3000,4.41833
4468,5000,4.44
4468,7000,4.53414
4468,9000,4.46689
4468,10000,4.4487
4471,1,4
4471,10,3.4
4471,100,8.52
4471,1000,6.975
4471,2000,7.207
4471,3000,7.42767
4471,5000,7.2486
4471,7000,7.403
4471,9000,7.60933
