Dataset: nethept
STREAM: model = inNOut_repeat|  size = 1522
RTIM: k = 200 | theta_ap = 0.98 | reach = 2
------------------------------------------------------------
position  user_id   ap(user)    sigma_old(user)  sigma_new(user)  theta_I   rtim_status                  seed_size imm_status
388       502       0.0206693   3.03362          2.64882          6.17462   ignored (score too low)      -         -         
389       858       0           6.2077           -                6.17462   targeted                     32        -         
390       6071      0           3.43486          3.4231           6.1672    ignored (score too low)      -         -         
391       2783      0           1.5625           -                6.1672    ignored (score too low)      -         -         
392       3155      0           2.11654          -                6.1672    ignored (score too low)      -         -         
393       744       0.0654235   6.40138          4.26281          6.16667   ignored (score too low)      -         -         
394       1736      0           4.243            4.23719          6.16667   ignored (score too low)      -         -         
395       13436     0           1.60762          -                6.16667   ignored (score too low)      -         -         
396       14762     0           1.98131          -                6.16667   ignored (score too low)      -         -         
397       3498      0.0357177   3.4769           2.43656          6.16667   ignored (score too low)      -         -         
398       14761     0           1.85417          1.81062          6.16667   ignored (score too low)      -         -         
399       9381      0           2.78205          -                6.16667   ignored (score too low)      -         -         
400       7547      0           3.5              -                6.16667   ignored (score too low)      -         -         
401       1710      0           4.25             -                6.16667   ignored (score too low)      -         -         
402       1585      0.26993     2.78143          1.04856          6.16667   ignored (score too low)      -         -         
403       196       0.0181115   10.1112          8.27121          6.16667   targeted                     33        targeted  
404       8630      0           3.54281          3.51535          6.16667   ignored (score too low)      -         -         
405       634       1           8.79378          -                6.16667   ignored (already targeted)   -         targeted  
406       11436     0           2.30555          -                6.16667   ignored (score too low)      -         -         
407       788       0.0186255   5.21146          4.70335          6.16667   ignored (score too low)      -         -         
408       4838      0.2         2.86586          1.61586          6.16667   ignored (score too low)      -         -         
409       4471      0.218291    0.872739         -1.63424         6.16667   ignored (score too low)      -         -         
410       4784      0.0558582   2.93657          2.12503          6.16667   ignored (score too low)      -         -         
411       1690      0.00250338  7.94231          7.71685          6.16667   targeted                     34        -         
412       8387      0.00521276  2.39198          2.18973          6.16113   ignored (score too low)      -         -         
413       688       0           7.01022          -                6.16113   targeted                     35        targeted  
414       1099      0           3.29744          3.26629          6.15915   ignored (score too low)      -         -         
415       7153      0           2.11111          -                6.15915   ignored (score too low)      -         -         
416       3719      0           2.05555          -                6.15915   ignored (score too low)      -         -         
417       5485      0.11539     1.66004          1.20897          6.15915   ignored (score too low)      -         -         
418       47        0.0201907   4.50563          3.92641          6.15915   ignored (score too low)      -         -         
419       10066     0           1.29979          1.27459          6.15915   ignored (score too low)      -         -         
420       5965      0           4.46299          -                6.15915   ignored (score too low)      -         -         
421       11262     0.0162133   3.44652          3.10274          6.15915   ignored (score too low)      -         -         
422       11243     0           2.82752          2.80934          6.15915   ignored (score too low)      -         -         
423       8322      0           5.36667          -                6.15915   ignored (score too low)      -         -         
424       3105      0           2.27778          -                6.15915   ignored (score too low)      -         -         
425       1485      0.0304808   3.93155          3.0283           6.15915   ignored (score too low)      -         -         
426       5020      0           6.05556          -                6.15915   ignored (score too low)      -         targeted  
427       6803      0           2.32642          2.24668          6.15915   ignored (score too low)      -         -         
428       145       0.0550853   6.03324          3.83345          6.15915   ignored (score too low)      -         -         
429       56        0.0909009   6.69107          3.95288          6.15894   ignored (score too low)      -         targeted  
430       3533      0           5.34115          5.30716          6.15894   ignored (score too low)      -         targeted  
431       5679      0           3.41667          -                6.15894   ignored (score too low)      -         -         
432       3698      0           3                -                6.15894   ignored (score too low)      -         -         
433       7015      0.0234247   2.75444          2.54641          6.15894   ignored (score too low)      -         -         
434       95        0.014385    3.94609          3.69579          6.15894   ignored (score too low)      -         -         
435       9659      0.0438462   3.28635          2.86204          6.15894   ignored (score too low)      -         -         
436       4876      0           2.76385          2.63329          6.15894   ignored (score too low)      -         -         
437       690       1           6.81476          -                6.15894   ignored (already targeted)   -         -         
438       15123     0.015895    1.33774          1.22548          6.15894   ignored (score too low)      -         -         
439       9954      0           3.52856          3.52001          6.15894   ignored (score too low)      -         -         
440       693       0           4.19397          4.18678          6.15894   ignored (score too low)      -         -         
441       7618      0           3                -                6.15894   ignored (score too low)      -         -         
442       1236      0           2.82649          -                6.15894   ignored (score too low)      -         -         
443       13276     0           2.08706          -                6.15894   ignored (score too low)      -         -         
444       13865     0           2.55084          -                6.15894   ignored (score too low)      -         -         
445       14887     0           1.99561          1.97275          6.15894   ignored (score too low)      -         -         
446       813       0           2.0873           -                6.15894   ignored (score too low)      -         -         
447       2899      0           1.15533          -                6.15894   ignored (score too low)      -         -         
448       6006      0           2.63751          2.62416          6.15894   ignored (score too low)      -         -         
449       10673     0           2.25             -                6.15894   ignored (score too low)      -         -         
450       651       0.14735     4.2667           2.15795          6.15894   ignored (score too low)      -         -         
451       7353      0           1.29633          1.27692          6.15894   ignored (score too low)      -         -         
452       3504      0.182279    1.26636          1.02996          6.15894   ignored (score too low)      -         -         
453       765       0.0800575   4.45521          2.29424          6.15894   ignored (score too low)      -         -         
454       9261      0           2.00189          -                6.15894   ignored (score too low)      -         -         
455       3276      0           2.25             -                6.15894   ignored (score too low)      -         -         
456       14171     0           2.25             -                6.15894   ignored (score too low)      -         -         
457       6923      0.0113547   2.56926          2.30104          6.15894   ignored (score too low)      -         -         
458       2587      0.354888    1.39762          0.201643         6.15894   ignored (score too low)      -         -         
459       4959      1           1.2572           -                6.15894   ignored (already targeted)   -         -         
460       646       0.0483147   9.3335           7.21165          6.15894   targeted                     36        targeted  
461       5721      0           2.03657          -                6.15265   ignored (score too low)      -         -         
462       2069      0.082245    3.51389          1.93896          6.15265   ignored (score too low)      -         -         
463       12350     0           2.22083          -                6.15265   ignored (score too low)      -         -         
464       531       0           5.15387          -                6.15265   ignored (score too low)      -         -         
465       15004     0           1.72381          -                6.15265   ignored (score too low)      -         -         
466       5159      0.0122414   2.3574           2.26727          6.15265   ignored (score too low)      -         -         
467       7543      0           2.11111          -                6.15265   ignored (score too low)      -         -         
468       194       0.00403828  5.83035          5.60955          6.15265   ignored (score too low)      -         -         
469       7855      0           2.17736          -                6.15265   ignored (score too low)      -         -         
470       8535      0           1.9              -                6.15265   ignored (score too low)      -         -         
471       9984      0           1.51456          1.49808          6.15265   ignored (score too low)      -         -         
472       885       0.0229145   8.94407          8.10545          6.15265   targeted                     37        targeted  
473       2023      0           1.91124          1.89695          6.15074   ignored (score too low)      -         -         
474       737       0           3.79512          3.77927          6.15074   ignored (score too low)      -         -         
475       8348      0           2.41191          -                6.15074   ignored (score too low)      -         -         
476       14263     0           3                -                6.15074   ignored (score too low)      -         -         
477       1464      0.263354    3.13569          0.887109         6.15074   ignored (score too low)      -         -         
478       8610      0           2.25             -                6.15074   ignored (score too low)      -         -         
479       535       0.0155989   9.97398          9.03533          6.15074   targeted                     38        targeted  
480       14667     0           1.48012          1.46163          6.1499    ignored (score too low)      -         -         
481       8985      0           3.1891           -                6.1499    ignored (score too low)      -         -         
482       2119      0.0848938   6.87373          3.34251          6.14669   ignored (score too low)      -         -         
483       2717      0.269517    2.1566           0.863727         6.14669   ignored (score too low)      -         -         
484       265       0.127916    4.222            -1.07503         6.14669   ignored (score too low)      -         -         
485       2747      0.0233351   9.77179          8.82395          6.14669   targeted                     39        targeted  
486       11411     0           2.06138          -                6.14424   ignored (score too low)      -         -         
487       4846      0           1.56872          -                6.14424   ignored (score too low)      -         -         
488       9888      0           2.27778          -                6.14424   ignored (score too low)      -         -         
489       4753      0           1.95139          -                6.14424   ignored (score too low)      -         -         
490       7243      0.0520101   2.73495          2.06012          6.14424   ignored (score too low)      -         -         
491       2625      0           7.55905          -                6.14424   targeted                     40        targeted  
492       10092     0.0110919   2.64675          2.53378          6.13471   ignored (score too low)      -         -         
493       4999      0.167685    2.61503          0.728179         6.13471   ignored (score too low)      -         -         
494       13814     0.0122956   2.72728          2.5095           6.13471   ignored (score too low)      -         -         
495       13433     0.0538043   1.6336           1.4961           6.13471   ignored (score too low)      -         -         
496       629       0.128434    6.18481          1.60309          6.13225   ignored (score too low)      -         -         
497       7859      0           2.17736          -                6.13225   ignored (score too low)      -         -         
498       7299      0.00534759  6.35326          6.2356           6.13225   targeted                     41        -         
499       9865      0           1.99228          1.91027          6.12744   ignored (score too low)      -         -         
500       12184     0           4.51432          -                6.12744   ignored (score too low)      -         -         
501       11933     0           2.5              -                6.12744   ignored (score too low)      -         -         
502       151       0.0237954   7.36523          6.71793          6.12744   targeted                     42        -         
503       417       0.0277546   9.29606          7.99445          6.12598   targeted                     43        targeted  
504       13814     0.0122956   2.5095           2.29173          6.12555   ignored (score too low)      -         -         
505       958       0.0243503   3.55414          3.11567          6.12555   ignored (score too low)      -         -         
506       11972     0           1.4557           1.45061          6.12555   ignored (score too low)      -         -         
507       18        0.291463    2.43867          0.580224         6.12555   ignored (score too low)      -         -         
508       15177     0           2.11111          -                6.12555   ignored (score too low)      -         -         
509       70        0           2.87512          2.7969           6.12555   ignored (score too low)      -         -         
510       13253     0           2.0025           -                6.12555   ignored (score too low)      -         -         
511       2518      0           6.32376          6.29307          6.12555   targeted                     44        -         
512       12578     0.514473    1.5157           0.439858         6.11111   ignored (score too low)      -         -         
513       3759      0.0133333   2.11711          1.98875          6.11111   ignored (score too low)      -         -         
514       238       0.0320198   6.14424          5.02935          6.10257   ignored (score too low)      -         -         
515       14987     0           1.99435          1.99276          6.10257   ignored (score too low)      -         -         
516       23        0.0583759   8.13032          6.32714          6.10257   targeted                     45        -         
517       4255      0.0372799   2.02112          1.64416          6.09948   ignored (score too low)      -         -         
518       750       0.0306634   6.16113          5.36405          6.08912   ignored (score too low)      -         -         
519       129       0.0741834   6.00252          3.29359          6.08912   ignored (score too low)      -         -         
520       11424     0           2.06138          -                6.08912   ignored (score too low)      -         -         
521       10660     0.0142549   2.24753          2.0701           6.08912   ignored (score too low)      -         -         
522       5087      0.0223825   1.97535          1.593            6.08912   ignored (score too low)      -         -         
523       2089      0           1.72222          -                6.08912   ignored (score too low)      -         -         
524       2705      0           4.72321          -                6.08912   ignored (score too low)      -         -         
525       12604     0           2.11111          -                6.08912   ignored (score too low)      -         -         
526       11665     0           2.0625           -                6.08912   ignored (score too low)      -         -         
527       3696      0           4.99375          -                6.08912   ignored (score too low)      -         targeted  
528       8554      0           2.29167          -                6.08912   ignored (score too low)      -         -         
529       10883     0           2.11111          -                6.08912   ignored (score too low)      -         -         
530       1405      0.085524    7.30037          4.05062          6.07318   ignored (score too low)      -         -         
531       164       0.017971    6.07226          5.77128          6.07318   ignored (score too low)      -         -         
532       7505      0           1.67965          -                6.07318   ignored (score too low)      -         -         
533       11979     0.0334571   2.32314          2.01246          6.07318   ignored (score too low)      -         -         
534       2602      0           7.2722           -                6.07318   targeted                     46        targeted  
535       6698      0.00787519  5.46127          5.12607          6.07226   ignored (score too low)      -         -         
536       2281      0           2.53855          2.50192          6.07226   ignored (score too low)      -         -         
537       7120      0           2.11111          -                6.07226   ignored (score too low)      -         -         
538       7841      0           2.94852          -                6.07226   ignored (score too low)      -         -         
539       3447      0           3.44727          -                6.07226   ignored (score too low)      -         -         
540       205       0.112204    5.18209          1.55945          6.07226   ignored (score too low)      -         -         
541       4488      0           4.5              -                6.07226   ignored (score too low)      -         -         
542       1030      0.012117    2.86146          2.68104          6.07226   ignored (score too low)      -         -         
543       606       0.0343589   13.1396          10.7341          6.07226   targeted                     47        targeted  
544       15079     0           1.88095          -                6.07162   ignored (score too low)      -         -         
545       12363     0           3.5              -                6.07162   ignored (score too low)      -         -         
546       1866      0           2.15876          2.15522          6.07162   ignored (score too low)      -         -         
547       1755      0.01942     6.51027          6.02741          6.06977   ignored (score too low)      -         -         
548       7214      0           2.26169          2.22316          6.06977   ignored (score too low)      -         -         
549       7009      0           1.74988          1.71748          6.06977   ignored (score too low)      -         -         
550       2835      0.032083    4.19822          3.64378          6.06977   ignored (score too low)      -         -         
551       6050      0           2.11111          -                6.06977   ignored (score too low)      -         -         
552       598       0.205957    3.72022          2.18992          6.06977   ignored (score too low)      -         -         
553       3499      0.0262455   2.06379          1.69031          6.06977   ignored (score too low)      -         -         
554       3094      0           6.58899          6.53899          6.06977   targeted                     48        targeted  
555       10771     0           2.08192          -                6.06705   ignored (score too low)      -         -         
556       3541      0.152479    2.35845          1.18898          6.06705   ignored (score too low)      -         -         
557       13501     0           2.25             -                6.06705   ignored (score too low)      -         -         
558       653       0.216591    5.77536          0.553052         6.06705   ignored (score too low)      -         -         
559       1626      0.012941    2.70861          2.47111          6.06705   ignored (score too low)      -         -         
560       2010      0.0344982   1.92638          1.77358          6.06705   ignored (score too low)      -         -         
561       5122      0           2                -                6.06705   ignored (score too low)      -         -         
562       1645      0.112496    -1.99884         -6.89139         6.06705   ignored (score too low)      -         -         
563       850       0           5.67938          -                6.06705   ignored (score too low)      -         -         
564       9781      0           3.54656          -                6.06705   ignored (score too low)      -         -         
565       14046     0           2.11111          -                6.06705   ignored (score too low)      -         -         
566       14227     0           1.86012          -                6.06705   ignored (score too low)      -         -         
567       7217      0           2.56803          -                6.06705   ignored (score too low)      -         -         
568       8194      0           4.83333          -                6.06705   ignored (score too low)      -         -         
569       9734      0           2.08681          -                6.06705   ignored (score too low)      -         -         
570       5952      0           2.08861          -                6.06705   ignored (score too low)      -         -         
571       2966      0.212694    3.0932           1.48798          6.06705   ignored (score too low)      -         -         
572       2954      0.0590837   5.34033          3.71333          6.06705   ignored (score too low)      -         -         
573       8632      0           2.11111          -                6.06705   ignored (score too low)      -         -         
574       10451     0           2.0525           -                6.06705   ignored (score too low)      -         -         
575       1278      0           1.87203          1.80596          6.06705   ignored (score too low)      -         -         
576       3146      0.0638261   5.51304          3.26707          6.06705   ignored (score too low)      -         -         
577       6235      0.364593    2.64733          -1.59117         6.06705   ignored (score too low)      -         -         
578       13386     0           1.62306          -                6.06705   ignored (score too low)      -         -         
579       12073     0.0289148   3.16233          2.51215          6.06705   ignored (score too low)      -         -         
580       5971      0.225459    3.67308          0.964605         6.06705   ignored (score too low)      -         -         
581       6136      0           2.04277          1.93704          6.06705   ignored (score too low)      -         -         
582       9029      0           3                -                6.06705   ignored (score too low)      -         -         
583       6573      0.120871    9.07313          5.94194          6.06511   ignored (score too low)      -         -         
584       13251     0           2.0025           -                6.06511   ignored (score too low)      -         -         
585       11563     0           3.0934           -                6.06511   ignored (score too low)      -         -         
586       10105     0           4.07251          -                6.06511   ignored (score too low)      -         -         
587       1072      0.0278358   1.90683          1.80288          6.06511   ignored (score too low)      -         -         
588       14936     0           2.25             -                6.06511   ignored (score too low)      -         -         
589       5211      0           5.00973          -                6.06511   ignored (score too low)      -         -         
590       887       0.210045    4.79501          -0.406079        6.06511   ignored (score too low)      -         -         
591       10056     0           2.41667          -                6.06511   ignored (score too low)      -         -         
592       2677      0.00734484  3.95106          3.84006          6.06511   ignored (score too low)      -         -         
593       4384      0           1.97826          -                6.06511   ignored (score too low)      -         -         
594       307       0.0177246   11.4342          10.5972          6.06511   targeted                     49        targeted  
595       7397      0           7.1632           -                6.05556   targeted                     50        -         
596       13249     0           2.0025           -                6.0515    ignored (score too low)      -         -         
597       4508      0           2.25             -                6.0515    ignored (score too low)      -         -         
598       724       0.0716385   7.50787          5.80919          6.04679   ignored (score too low)      -         targeted  
599       218       0           4.11532          4.0581           6.04679   ignored (score too low)      -         -         
600       4354      0           2.14444          -                6.04679   ignored (score too low)      -         -         
601       6341      0           1.975            -                6.04679   ignored (score too low)      -         -         
602       417       1           7.99445          -                6.04679   ignored (already targeted)   -         targeted  
603       11624     0           3.6753           -                6.04679   ignored (score too low)      -         -         
604       9284      0           2.00189          -                6.04679   ignored (score too low)      -         -         
605       335       0.0456888   5.03198          4.02862          6.04679   ignored (score too low)      -         -         
606       10979     0           2.5              -                6.04679   ignored (score too low)      -         -         
607       7809      0           2.78452          -                6.04679   ignored (score too low)      -         -         
608       2420      0           3.20312          -                6.04679   ignored (score too low)      -         -         
609       4919      0           6.85317          6.77928          6.04679   targeted                     51        -         
610       9258      0           4.12083          -                6.04238   ignored (score too low)      -         -         
611       359       0.104107    7.46859          2.46412          6.03311   ignored (score too low)      -         targeted  
612       6992      0.0555556   3.11548          2.78014          6.03311   ignored (score too low)      -         -         
613       4208      0           3.33333          -                6.03311   ignored (score too low)      -         -         
614       156       0.0644577   9.79655          6.83295          6.03311   targeted                     52        targeted  
615       196       1           8.27121          -                6.03095   ignored (already targeted)   -         targeted  
616       6481      0           3.52161          3.48609          6.03095   ignored (score too low)      -         -         
617       1485      0.0351364   3.0283           1.9662           6.03095   ignored (score too low)      -         -         
618       13818     0.261673    1.24621          1.01489          6.03095   ignored (score too low)      -         -         
619       3028      0.0110749   6.48946          6.06237          6.03095   targeted                     53        -         
620       4912      0.0162153   4.04503          3.66451          6.01838   ignored (score too low)      -         -         
621       6133      0.0452377   3.97682          3.28102          6.01838   ignored (score too low)      -         -         
622       14710     0.53125     1.62279          0.432185         6.01838   ignored (score too low)      -         -         
623       978       0.0288353   3.40335          3.11668          6.01838   ignored (score too low)      -         -         
624       6132      0.0492975   3.60634          2.45186          6.01838   ignored (score too low)      -         -         
625       4699      0.020226    2.72653          2.59491          6.01838   ignored (score too low)      -         -         
626       2123      0           6.34397          6.20283          6.01838   targeted                     54        -         
627       12456     0.333346    2.32936          0.738394         6.01744   ignored (score too low)      -         -         
628       1659      0.0268282   2.00914          1.91714          6.01744   ignored (score too low)      -         -         
629       4124      0           1.89583          -                6.01744   ignored (score too low)      -         -         
630       3841      0           2.41667          -                6.01744   ignored (score too low)      -         -         
631       6772      0           2.01806          -                6.01744   ignored (score too low)      -         -         
632       10189     0           2.27778          -                6.01744   ignored (score too low)      -         -         
633       9955      0           1.83259          1.76328          6.01744   ignored (score too low)      -         -         
634       14988     0.0415672   1.99435          1.86965          6.01744   ignored (score too low)      -         -         
635       5851      0           3.18333          -                6.01744   ignored (score too low)      -         -         
636       9360      0           2.70878          2.68796          6.01744   ignored (score too low)      -         -         
637       140       1           8.40324          -                6.01744   ignored (already targeted)   -         targeted  
638       8731      0           2.31191          -                6.01744   ignored (score too low)      -         -         
639       210       0.0161442   10.9941          9.72652          6.01744   targeted                     55        targeted  
640       5507      0           3                -                6.00252   ignored (score too low)      -         -         
641       8831      0           2.02024          -                6.00252   ignored (score too low)      -         -         
642       1644      0.0410714   4.2913           4.0038           6.00252   ignored (score too low)      -         -         
643       2066      0.0191406   3.92029          3.70073          6.00252   ignored (score too low)      -         -         
644       231       0.0385975   6.69068          5.61005          5.99903   ignored (score too low)      -         -         
645       4063      0           2.91716          2.87103          5.99903   ignored (score too low)      -         -         
646       3177      0           2.06667          -                5.99903   ignored (score too low)      -         -         
647       9263      0           2.00189          -                5.99903   ignored (score too low)      -         -         
648       1520      0           8.16807          8.11706          5.99903   targeted                     56        targeted  
649       1167      0.221405    2.20891          1.42572          5.99766   ignored (score too low)      -         -         
650       539       0.085383    5.40063          2.9455           5.99766   ignored (score too low)      -         -         
651       7908      0           2.63889          -                5.99766   ignored (score too low)      -         -         
652       6834      0.0178571   2.91392          2.6557           5.99766   ignored (score too low)      -         -         
653       11011     0.0296028   2.03797          1.63345          5.99766   ignored (score too low)      -         -         
654       1887      0           3.8625           3.84308          5.99766   ignored (score too low)      -         -         
655       735       0           3.13867          3.11222          5.99766   ignored (score too low)      -         -         
656       2075      0.0480003   4.82458          3.46428          5.99766   ignored (score too low)      -         -         
657       7092      0           1.7568           1.73463          5.99766   ignored (score too low)      -         -         
658       12887     0           2.20973          -                5.99766   ignored (score too low)      -         -         
659       9375      0.0182727   1.5935           1.41332          5.99766   ignored (score too low)      -         -         
660       15099     0           2.25             -                5.99766   ignored (score too low)      -         -         
661       2314      0.0978863   8.79557          5.81453          5.99084   ignored (score too low)      -         -         
662       4636      0           3.12917          -                5.99084   ignored (score too low)      -         -         
663       3014      0.159436    3.22402          0.43904          5.99084   ignored (score too low)      -         -         
664       100       1           9.67648          -                5.99084   ignored (already targeted)   -         targeted  
665       515       0.111654    8.29272          3.96661          5.98286   ignored (score too low)      -         targeted  
666       8367      0           2.19048          -                5.98286   ignored (score too low)      -         -         
667       5581      0.0238299   2.11385          1.94753          5.98286   ignored (score too low)      -         -         
668       4422      0           2.01562          -                5.98286   ignored (score too low)      -         -         
669       239       0.0377577   12.2331          9.04195          5.98286   targeted                     57        targeted  
670       14297     0           2.15             -                5.9635    ignored (score too low)      -         -         
671       5686      0           3                -                5.9635    ignored (score too low)      -         -         
672       7893      0           3                -                5.9635    ignored (score too low)      -         -         
673       9358      0.0117859   1.49647          1.32951          5.9635    ignored (score too low)      -         -         
674       545       0.112324    8.31238          5.23929          5.96136   ignored (score too low)      -         targeted  
675       3016      0.0440379   3.06314          2.37816          5.96136   ignored (score too low)      -         -         
676       267       0.137855    7.74762          -0.203197        5.95369   ignored (score too low)      -         -         
677       1522      0.119019    3.67065          1.84694          5.95369   ignored (score too low)      -         -         
678       6194      0.0430351   2.94011          2.58148          5.95369   ignored (score too low)      -         -         
679       705       0.151956    9.68416          -0.757158        5.94552   ignored (score too low)      -         targeted  
680       14881     0.0272968   1.80347          1.73624          5.94552   ignored (score too low)      -         -         
681       1784      0.0427707   7.90545          6.9875           5.94552   targeted                     58        targeted  
682       1398      0.0277778   2.54288          2.38514          5.93908   ignored (score too low)      -         -         
683       4085      0           5.19501          5.18047          5.93908   ignored (score too low)      -         -         
684       3120      0           3.68301          -                5.93908   ignored (score too low)      -         -         
685       3120      0           3.68301          -                5.93908   ignored (score too low)      -         -         
686       9073      0.0222222   2.22019          2.00421          5.93908   ignored (score too low)      -         -         
687       174       0.0665654   2.83225          1.52748          5.93908   ignored (score too low)      -         -         
688       7041      0           2.04171          -                5.93908   ignored (score too low)      -         -         
689       1226      0           2.9625           -                5.93908   ignored (score too low)      -         -         
690       12373     0           2.5              -                5.93908   ignored (score too low)      -         -         
691       14063     0.0485549   1.67783          1.53014          5.93908   ignored (score too low)      -         -         
692       4145      0.013522    2.6601           2.48351          5.93908   ignored (score too low)      -         -         
693       13729     0           2.25             -                5.93908   ignored (score too low)      -         -         
694       8297      0.135564    4.92724          2.95847          5.93908   ignored (score too low)      -         -         
695       2735      0.25        3.08844          1.70738          5.93908   ignored (score too low)      -         -         
696       78        0.0537462   4.3144           3.15688          5.93908   ignored (score too low)      -         -         
697       9341      0           2.11111          -                5.93908   ignored (score too low)      -         -         
698       1245      0.003663    3.37076          3.29901          5.93908   ignored (score too low)      -         -         
699       13236     0           2.175            -                5.93908   ignored (score too low)      -         -         
700       6454      0.087319    2.7505           1.62629          5.93908   ignored (score too low)      -         -         
701       1312      0.00973641  7.90075          7.39315          5.93908   targeted                     59        targeted  
702       1221      0.134391    5.03222          1.99075          5.93706   ignored (score too low)      -         -         
703       131       1           9.60364          -                5.93706   ignored (already targeted)   -         targeted  
704       498       0.214093    4.7749           -0.725914        5.93706   ignored (score too low)      -         -         
705       3034      0           1.83803          1.78753          5.93706   ignored (score too low)      -         -         
706       11958     0.180947    1.20129          1.05297          5.93706   ignored (score too low)      -         -         
707       10719     0           3                -                5.93706   ignored (score too low)      -         -         
708       1237      0           2.84827          -                5.93706   ignored (score too low)      -         -         
709       6250      0           4.79167          -                5.93706   ignored (score too low)      -         -         
710       743       0.0352143   2.20055          1.72741          5.93706   ignored (score too low)      -         -         
711       9877      0.0209888   2.34136          2.01353          5.93706   ignored (score too low)      -         -         
712       7494      0.0245367   3.20118          3.02846          5.93706   ignored (score too low)      -         -         
713       7856      0           2.17736          -                5.93706   ignored (score too low)      -         -         
714       1263      0.157359    3.00367          0.678648         5.93706   ignored (score too low)      -         -         
715       8130      0.5625      1.70962          0.354151         5.93706   ignored (score too low)      -         -         
716       3997      0           2.15386          -                5.93706   ignored (score too low)      -         -         
717       8766      0.290086    1.7473           -0.342262        5.93706   ignored (score too low)      -         -         
718       12424     0.00877195  5.61798          5.50086          5.93706   ignored (score too low)      -         -         
719       15115     0           2.0629           2.03985          5.93706   ignored (score too low)      -         -         
720       9571      0.00561307  2.29971          2.10968          5.93706   ignored (score too low)      -         -         
721       256       0.0292602   2.4027           1.86569          5.93706   ignored (score too low)      -         -         
722       6571      0.014267    3.46705          2.76338          5.93706   ignored (score too low)      -         -         
723       6561      0.0415968   6.15894          4.18212          5.93492   ignored (score too low)      -         -         
724       10957     0           2.21961          -                5.93492   ignored (score too low)      -         -         
725       7856      0           2.17736          -                5.93492   ignored (score too low)      -         -         
726       1059      0.0213967   5.49212          4.13559          5.93492   ignored (score too low)      -         -         
727       3792      0.0414842   5.20865          3.90347          5.93492   ignored (score too low)      -         -         
728       2703      0.131218    7.67994          3.64042          5.91273   ignored (score too low)      -         targeted  
729       6524      0           3                -                5.91273   ignored (score too low)      -         -         
730       13946     0           3                -                5.91273   ignored (score too low)      -         -         
731       2043      0           2.73551          -                5.91273   ignored (score too low)      -         -         
732       4467      0.154088    4.37486          2.81049          5.91273   ignored (score too low)      -         -         
733       328       0.20912     7.66294          -4.3882          5.90522   ignored (score too low)      -         -         
734       12880     0           1.54483          -                5.90522   ignored (score too low)      -         -         
735       5168      0           2.2              -                5.90522   ignored (score too low)      -         -         
736       9299      0           2.93056          -                5.90522   ignored (score too low)      -         -         
737       11864     0.0449347   2.98931          2.51088          5.90522   ignored (score too low)      -         -         
738       4232      0           2.04375          -                5.90522   ignored (score too low)      -         -         
739       13039     0           1.87162          -                5.90522   ignored (score too low)      -         -         
740       13877     0           2.08685          -                5.90522   ignored (score too low)      -         -         
741       7271      0           1.565            -                5.90522   ignored (score too low)      -         -         
742       265       0.144596    -1.07503         -6.93456         5.90522   ignored (score too low)      -         -         
743       5721      0           2.03657          -                5.90522   ignored (score too low)      -         -         
744       807       0.12389     4.28728          2.6117           5.90522   ignored (score too low)      -         -         
745       6376      0           2.21944          -                5.90522   ignored (score too low)      -         -         
